#fa/C,dNeff
1.571784e+06,6.475569e-02
1.601064e+06,6.461877e-02
1.630891e+06,6.449187e-02
1.661273e+06,6.435498e-02
1.692220e+06,6.420314e-02
1.723745e+06,6.406144e-02
1.755856e+06,6.392702e-02
1.788566e+06,6.379326e-02
1.821885e+06,6.365941e-02
1.855825e+06,6.352963e-02
1.890397e+06,6.339826e-02
1.925614e+06,6.326682e-02
1.961486e+06,6.313761e-02
1.998026e+06,6.300783e-02
2.035248e+06,6.288655e-02
2.073162e+06,6.275850e-02
2.111783e+06,6.262692e-02
2.151123e+06,6.249952e-02
2.191197e+06,6.237226e-02
